title,id,arxiv_url,published,citation
Higher Order Conditional Random Fields in Deep Neural Networks,1511.08119,http://arxiv.org/abs/1511.08119v4,2015-11-25T17:02:31Z,101
On Deep Learning-Based Channel Decoding,1701.07738,http://arxiv.org/abs/1701.07738v1,2017-01-26T15:24:57Z,100
"Variational Information Maximisation for Intrinsically Motivated
  Reinforcement Learning",1509.08731,http://arxiv.org/abs/1509.08731v1,2015-09-29T13:04:03Z,98
Towards Biologically Plausible Deep Learning,1502.04156,http://arxiv.org/abs/1502.04156v3,2015-02-14T01:11:25Z,97
Deep Metric Learning for Practical Person Re-Identification,1407.4979,http://arxiv.org/abs/1407.4979v1,2014-07-18T13:07:16Z,97
"Driving in the Matrix: Can Virtual Worlds Replace Human-Generated
  Annotations for Real World Tasks?",1610.01983,http://arxiv.org/abs/1610.01983v2,2016-10-06T18:26:43Z,97
Multimodal Residual Learning for Visual QA,1606.01455,http://arxiv.org/abs/1606.01455v2,2016-06-05T02:38:20Z,96
DARLA: Improving Zero-Shot Transfer in Reinforcement Learning,1707.08475,http://arxiv.org/abs/1707.08475v2,2017-07-26T14:50:51Z,96
Deep Q-learning from Demonstrations,1704.03732,http://arxiv.org/abs/1704.03732v4,2017-04-12T12:44:37Z,95
Deep Learning-Based Communication Over the Air,1707.03384,http://arxiv.org/abs/1707.03384v1,2017-07-11T17:47:23Z,95
VConv-DAE: Deep Volumetric Shape Learning Without Object Labels,1604.03755,http://arxiv.org/abs/1604.03755v3,2016-04-13T13:14:53Z,95
Triplet Probabilistic Embedding for Face Verification and Clustering,1604.05417,http://arxiv.org/abs/1604.05417v3,2016-04-19T03:29:56Z,95
Modular Multitask Reinforcement Learning with Policy Sketches,1611.01796,http://arxiv.org/abs/1611.01796v2,2016-11-06T15:36:56Z,95
Targeting Ultimate Accuracy: Face Recognition via Deep Embedding,1506.07310,http://arxiv.org/abs/1506.07310v4,2015-06-24T10:36:26Z,94
Deep Mutual Learning,1706.00384,http://arxiv.org/abs/1706.00384v1,2017-06-01T16:57:15Z,94
Discovering Hidden Factors of Variation in Deep Networks,1412.6583,http://arxiv.org/abs/1412.6583v4,2014-12-20T02:52:03Z,93
Deep Reinforcement Learning in Parameterized Action Space,1511.04143,http://arxiv.org/abs/1511.04143v4,2015-11-13T02:34:33Z,93
SparkNet: Training Deep Networks in Spark,1511.06051,http://arxiv.org/abs/1511.06051v4,2015-11-19T03:29:56Z,93
"In Search of the Real Inductive Bias: On the Role of Implicit
  Regularization in Deep Learning",1412.6614,http://arxiv.org/abs/1412.6614v4,2014-12-20T06:52:25Z,92
One-Shot Visual Imitation Learning via Meta-Learning,1709.04905,http://arxiv.org/abs/1709.04905v1,2017-09-14T17:50:18Z,91
"Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for
  Electronic Health Record (EHR) Analysis",1706.03446,http://arxiv.org/abs/1706.03446v2,2017-06-12T03:03:15Z,91
Deep Learning for Short-Term Traffic Flow Prediction,1604.04527,http://arxiv.org/abs/1604.04527v3,2016-04-15T14:54:30Z,91
Deep Learning with Low Precision by Half-wave Gaussian Quantization,1702.00953,http://arxiv.org/abs/1702.00953v1,2017-02-03T10:11:40Z,91
"A Deep Cascade of Convolutional Neural Networks for Dynamic MR Image
  Reconstruction",1704.02422,http://arxiv.org/abs/1704.02422v2,2017-04-08T02:13:48Z,91
"Explainable Artificial Intelligence: Understanding, Visualizing and
  Interpreting Deep Learning Models",1708.08296,http://arxiv.org/abs/1708.08296v1,2017-08-28T12:53:49Z,91
Learning to Decode Linear Codes Using Deep Learning,1607.04793,http://arxiv.org/abs/1607.04793v2,2016-07-16T19:09:26Z,91
"Global Optimality in Tensor Factorization, Deep Learning, and Beyond",1506.07540,http://arxiv.org/abs/1506.07540v1,2015-06-24T20:08:47Z,91
"Time Series Classification from Scratch with Deep Neural Networks: A
  Strong Baseline",1611.06455,http://arxiv.org/abs/1611.06455v4,2016-11-20T00:34:09Z,91
"Generalised Dice overlap as a deep learning loss function for highly
  unbalanced segmentations",1707.03237,http://arxiv.org/abs/1707.03237v3,2017-07-11T12:07:52Z,91
Deep Kinematic Pose Regression,1609.05317,http://arxiv.org/abs/1609.05317v1,2016-09-17T11:22:11Z,90
SE3-Nets: Learning Rigid Body Motion using Deep Neural Networks,1606.02378,http://arxiv.org/abs/1606.02378v3,2016-06-08T02:36:11Z,89
Path-SGD: Path-Normalized Optimization in Deep Neural Networks,1506.02617,http://arxiv.org/abs/1506.02617v1,2015-06-08T19:01:33Z,89
Structured Prediction of 3D Human Pose with Deep Neural Networks,1605.05180,http://arxiv.org/abs/1605.05180v1,2016-05-17T14:26:14Z,89
Deep Roto-Translation Scattering for Object Classification,1412.8659,http://arxiv.org/abs/1412.8659v2,2014-12-30T15:32:18Z,88
"Towards End-to-End Learning for Dialog State Tracking and Management
  using Deep Reinforcement Learning",1606.02560,http://arxiv.org/abs/1606.02560v2,2016-06-08T14:03:25Z,88
HydraPlus-Net: Attentive Deep Features for Pedestrian Analysis,1709.09930,http://arxiv.org/abs/1709.09930v1,2017-09-28T13:06:55Z,87
Model-based Deep Hand Pose Estimation,1606.06854,http://arxiv.org/abs/1606.06854v1,2016-06-22T08:47:06Z,86
"Fast Bayesian Optimization of Machine Learning Hyperparameters on Large
  Datasets",1605.07079,http://arxiv.org/abs/1605.07079v2,2016-05-23T16:29:51Z,86
Learning Deep Face Representation,1403.2802,http://arxiv.org/abs/1403.2802v1,2014-03-12T03:47:18Z,86
"Learning Uncertain Convolutional Features for Accurate Saliency
  Detection",1708.02031,http://arxiv.org/abs/1708.02031v1,2017-08-07T08:18:04Z,85
Deep vs. shallow networks : An approximation theory perspective,1608.03287,http://arxiv.org/abs/1608.03287v1,2016-08-10T20:02:40Z,85
HashNet: Deep Learning to Hash by Continuation,1702.00758,http://arxiv.org/abs/1702.00758v4,2017-02-02T17:29:24Z,85
"Deep learning-based numerical methods for high-dimensional parabolic
  partial differential equations and backward stochastic differential equations",1706.04702,http://arxiv.org/abs/1706.04702v1,2017-06-15T00:28:58Z,84
From neural PCA to deep unsupervised learning,1411.7783,http://arxiv.org/abs/1411.7783v2,2014-11-28T09:03:24Z,84
"Fine-grained Categorization and Dataset Bootstrapping using Deep Metric
  Learning with Humans in the Loop",1512.05227,http://arxiv.org/abs/1512.05227v2,2015-12-16T16:14:22Z,84
"Bridging the Gaps Between Residual Learning, Recurrent Neural Networks
  and Visual Cortex",1604.03640,http://arxiv.org/abs/1604.03640v1,2016-04-13T02:59:34Z,84
Deep Exponential Families,1411.2581,http://arxiv.org/abs/1411.2581v1,2014-11-10T20:57:30Z,83
Generalization in Deep Learning,1710.05468,http://arxiv.org/abs/1710.05468v5,2017-10-16T02:21:24Z,83
"Towards Vision-Based Deep Reinforcement Learning for Robotic Motion
  Control",1511.03791,http://arxiv.org/abs/1511.03791v2,2015-11-12T06:19:59Z,83
DSAC - Differentiable RANSAC for Camera Localization,1611.05705,http://arxiv.org/abs/1611.05705v4,2016-11-17T14:39:53Z,83
Deep learning in color: towards automated quark/gluon jet discrimination,1612.01551,http://arxiv.org/abs/1612.01551v3,2016-12-05T21:18:00Z,82
Deep Structured Energy Based Models for Anomaly Detection,1605.07717,http://arxiv.org/abs/1605.07717v2,2016-05-25T03:40:18Z,80
Gradient Descent Finds Global Minima of Deep Neural Networks,1811.03804,http://arxiv.org/abs/1811.03804v4,2018-11-09T07:39:59Z,80
Deep Hashing Network for Unsupervised Domain Adaptation,1706.07522,http://arxiv.org/abs/1706.07522v1,2017-06-22T23:15:10Z,80
"Identifying beneficial task relations for multi-task learning in deep
  neural networks",1702.08303,http://arxiv.org/abs/1702.08303v1,2017-02-27T14:37:21Z,80
Stochastic Neural Networks for Hierarchical Reinforcement Learning,1704.03012,http://arxiv.org/abs/1704.03012v1,2017-04-10T18:41:28Z,80
"Distributed Machine Learning in Materials that Couple Sensing,
  Actuation, Computation and Communication",1606.03508,http://arxiv.org/abs/1606.03508v1,2016-06-11T00:18:35Z,79
Deep Learning for Sensor-based Activity Recognition: A Survey,1707.03502,http://arxiv.org/abs/1707.03502v2,2017-07-12T00:21:04Z,79
Visual Interpretability for Deep Learning: a Survey,1802.00614,http://arxiv.org/abs/1802.00614v2,2018-02-02T09:39:40Z,78
Studying Very Low Resolution Recognition Using Deep Networks,1601.04153,http://arxiv.org/abs/1601.04153v2,2016-01-16T10:54:33Z,78
EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,1610.01283,http://arxiv.org/abs/1610.01283v4,2016-10-05T06:51:58Z,78
"Deep representation learning for human motion prediction and
  classification",1702.07486,http://arxiv.org/abs/1702.07486v2,2017-02-24T07:51:29Z,78
Why Deep Neural Networks for Function Approximation?,1610.04161,http://arxiv.org/abs/1610.04161v2,2016-10-13T16:34:30Z,78
"Phase recovery and holographic image reconstruction using deep learning
  in neural networks",1705.04286,http://arxiv.org/abs/1705.04286v1,2017-05-10T03:26:30Z,78
Structured Prediction Energy Networks,1511.06350,http://arxiv.org/abs/1511.06350v3,2015-11-19T20:39:59Z,77
Low Data Drug Discovery with One-shot Learning,1611.03199,http://arxiv.org/abs/1611.03199v1,2016-11-10T07:00:43Z,77
Cost-Effective Active Learning for Deep Image Classification,1701.03551,http://arxiv.org/abs/1701.03551v1,2017-01-13T03:07:45Z,77
"Deep Decentralized Multi-task Multi-Agent Reinforcement Learning under
  Partial Observability",1703.06182,http://arxiv.org/abs/1703.06182v4,2017-03-17T19:32:38Z,77
Deep Learning on Lie Groups for Skeleton-based Action Recognition,1612.05877,http://arxiv.org/abs/1612.05877v2,2016-12-18T09:08:29Z,76
Deep Activity Recognition Models with Triaxial Accelerometers,1511.04664,http://arxiv.org/abs/1511.04664v2,2015-11-15T06:23:40Z,76
Deep Metric Learning via Facility Location,1612.01213,http://arxiv.org/abs/1612.01213v2,2016-12-05T01:09:35Z,75
Deep Multimodal Learning for Audio-Visual Speech Recognition,1501.05396,http://arxiv.org/abs/1501.05396v1,2015-01-22T05:25:33Z,75
ActiVis: Visual Exploration of Industry-Scale Deep Neural Network Models,1704.01942,http://arxiv.org/abs/1704.01942v2,2017-04-06T17:18:02Z,74
"Episodic Exploration for Deep Deterministic Policies: An Application to
  StarCraft Micromanagement Tasks",1609.02993,http://arxiv.org/abs/1609.02993v3,2016-09-10T02:13:02Z,73
Staleness-aware Async-SGD for Distributed Deep Learning,1511.05950,http://arxiv.org/abs/1511.05950v5,2015-11-18T20:53:33Z,73
Robust Large Margin Deep Neural Networks,1605.08254,http://arxiv.org/abs/1605.08254v3,2016-05-26T12:19:09Z,73
Conditional Computation in Neural Networks for faster models,1511.06297,http://arxiv.org/abs/1511.06297v2,2015-11-19T18:40:22Z,73
Towards Deep Symbolic Reinforcement Learning,1609.05518,http://arxiv.org/abs/1609.05518v2,2016-09-18T17:28:22Z,72
Deep MIMO Detection,1706.01151,http://arxiv.org/abs/1706.01151v1,2017-06-04T21:33:11Z,72
GRAM: Graph-based Attention Model for Healthcare Representation Learning,1611.07012,http://arxiv.org/abs/1611.07012v3,2016-11-21T20:59:22Z,71
Variational Continual Learning,1710.10628,http://arxiv.org/abs/1710.10628v3,2017-10-29T15:30:58Z,71
Unsupervised Representation Learning by Predicting Image Rotations,1803.07728,http://arxiv.org/abs/1803.07728v1,2018-03-21T03:21:14Z,71
"Fully-adaptive Feature Sharing in Multi-Task Networks with Applications
  in Person Attribute Classification",1611.05377,http://arxiv.org/abs/1611.05377v1,2016-11-16T17:31:44Z,71
"Towards Poisoning of Deep Learning Algorithms with Back-gradient
  Optimization",1708.08689,http://arxiv.org/abs/1708.08689v1,2017-08-29T10:47:38Z,71
Learning to Linearize Under Uncertainty,1506.03011,http://arxiv.org/abs/1506.03011v2,2015-06-09T17:22:17Z,70
Continual Lifelong Learning with Neural Networks: A Review,1802.07569,http://arxiv.org/abs/1802.07569v4,2018-02-21T13:53:35Z,70
"Deep Learning of Part-based Representation of Data Using Sparse
  Autoencoders with Nonnegativity Constraints",1601.02733,http://arxiv.org/abs/1601.02733v1,2016-01-12T05:33:03Z,70
"Deep Gaussian Processes for Regression using Approximate Expectation
  Propagation",1602.04133,http://arxiv.org/abs/1602.04133v1,2016-02-12T17:32:39Z,69
"Zero-Shot Task Generalization with Multi-Task Deep Reinforcement
  Learning",1706.05064,http://arxiv.org/abs/1706.05064v2,2017-06-15T20:04:35Z,69
"Deep Reinforcement Learning from Self-Play in Imperfect-Information
  Games",1603.01121,http://arxiv.org/abs/1603.01121v2,2016-03-03T15:01:54Z,69
Deep Unsupervised Learning using Nonequilibrium Thermodynamics,1503.03585,http://arxiv.org/abs/1503.03585v8,2015-03-12T04:51:37Z,69
Stable Architectures for Deep Neural Networks,1705.03341,http://arxiv.org/abs/1705.03341v3,2017-05-09T14:13:18Z,69
"Supervised Learning of Semantics-Preserving Hash via Deep Convolutional
  Neural Networks",1507.00101,http://arxiv.org/abs/1507.00101v2,2015-07-01T04:40:31Z,68
Deep Reinforcement Learning framework for Autonomous Driving,1704.02532,http://arxiv.org/abs/1704.02532v1,2017-04-08T20:04:03Z,68
BranchyNet: Fast Inference via Early Exiting from Deep Neural Networks,1709.01686,http://arxiv.org/abs/1709.01686v1,2017-09-06T06:30:51Z,68
The Variational Gaussian Process,1511.06499,http://arxiv.org/abs/1511.06499v4,2015-11-20T06:01:23Z,67
Adversarial examples for generative models,1702.06832,http://arxiv.org/abs/1702.06832v1,2017-02-22T15:11:25Z,67
Neural Episodic Control,1703.01988,http://arxiv.org/abs/1703.01988v1,2017-03-06T17:23:27Z,67
Early Visual Concept Learning with Unsupervised Deep Learning,1606.05579,http://arxiv.org/abs/1606.05579v3,2016-06-17T16:19:46Z,66
"CayleyNets: Graph Convolutional Neural Networks with Complex Rational
  Spectral Filters",1705.07664,http://arxiv.org/abs/1705.07664v2,2017-05-22T11:05:37Z,66
Sentence Simplification with Deep Reinforcement Learning,1703.10931,http://arxiv.org/abs/1703.10931v2,2017-03-31T15:05:45Z,66
Deep Learning with S-shaped Rectified Linear Activation Units,1512.07030,http://arxiv.org/abs/1512.07030v1,2015-12-22T10:54:26Z,66
Deep Learning Techniques for Music Generation -- A Survey,1709.01620,http://arxiv.org/abs/1709.01620v4,2017-09-05T23:12:01Z,66
"Transfer from Simulation to Real World through Learning Deep Inverse
  Dynamics Model",1610.03518,http://arxiv.org/abs/1610.03518v1,2016-10-11T20:24:31Z,65
Non-Local Color Image Denoising with Convolutional Neural Networks,1611.06757,http://arxiv.org/abs/1611.06757v2,2016-11-21T12:36:10Z,65
"Applications of Deep Learning and Reinforcement Learning to Biological
  Data",1711.03985,http://arxiv.org/abs/1711.03985v2,2017-11-10T19:06:46Z,65
Deep Multi-task Representation Learning: A Tensor Factorisation Approach,1605.06391,http://arxiv.org/abs/1605.06391v2,2016-05-20T15:05:58Z,65
Sim-to-Real: Learning Agile Locomotion For Quadruped Robots,1804.10332,http://arxiv.org/abs/1804.10332v2,2018-04-27T03:42:55Z,65
Graying the black box: Understanding DQNs,1602.02658,http://arxiv.org/abs/1602.02658v4,2016-02-08T17:27:31Z,65
Deep Visual Attention Prediction,1705.02544,http://arxiv.org/abs/1705.02544v3,2017-05-07T01:53:17Z,65
"Deep Adaptive Feature Embedding with Local Sample Distributions for
  Person Re-identification",1706.03160,http://arxiv.org/abs/1706.03160v2,2017-06-10T00:49:43Z,65
Emergence of Invariance and Disentanglement in Deep Representations,1706.01350,http://arxiv.org/abs/1706.01350v3,2017-06-05T14:31:03Z,65
From Pixels to Torques: Policy Learning with Deep Dynamical Models,1502.02251,http://arxiv.org/abs/1502.02251v3,2015-02-08T13:57:59Z,65
Deep Learning in Mobile and Wireless Networking: A Survey,1803.04311,http://arxiv.org/abs/1803.04311v3,2018-03-12T15:30:04Z,64
"Stochastic Gradient Descent Optimizes Over-parameterized Deep ReLU
  Networks",1811.08888,http://arxiv.org/abs/1811.08888v3,2018-11-21T18:58:46Z,64
Random feedback weights support learning in deep neural networks,1411.0247,http://arxiv.org/abs/1411.0247v1,2014-11-02T12:31:15Z,64
Model-Free Episodic Control,1606.04460,http://arxiv.org/abs/1606.04460v1,2016-06-14T17:03:46Z,64
Learning Robust Rewards with Adversarial Inverse Reinforcement Learning,1710.11248,http://arxiv.org/abs/1710.11248v2,2017-10-30T21:22:28Z,64
Deep Metric Learning with Angular Loss,1708.01682,http://arxiv.org/abs/1708.01682v1,2017-08-04T23:17:29Z,63
"Deep Residual Learning for Compressed Sensing CT Reconstruction via
  Persistent Homology Analysis",1611.06391,http://arxiv.org/abs/1611.06391v2,2016-11-19T16:05:43Z,63
Targeted Backdoor Attacks on Deep Learning Systems Using Data Poisoning,1712.05526,http://arxiv.org/abs/1712.05526v1,2017-12-15T04:26:26Z,63
Mobile Big Data Analytics Using Deep Learning and Apache Spark,1602.07031,http://arxiv.org/abs/1602.07031v1,2016-02-23T04:32:02Z,63
NiftyNet: a deep-learning platform for medical imaging,1709.03485,http://arxiv.org/abs/1709.03485v2,2017-09-11T17:42:10Z,63
Application of Quantum Annealing to Training of Deep Neural Networks,1510.06356,http://arxiv.org/abs/1510.06356v1,2015-10-21T18:21:39Z,63
Deep learning in agriculture: A survey,1807.11809,http://arxiv.org/abs/1807.11809v1,2018-07-31T13:30:03Z,63
Data-efficient Deep Reinforcement Learning for Dexterous Manipulation,1704.03073,http://arxiv.org/abs/1704.03073v1,2017-04-10T22:29:50Z,62
Learning Policies for Adaptive Tracking with Deep Feature Cascades,1708.02973,http://arxiv.org/abs/1708.02973v2,2017-08-09T19:09:11Z,62
Deep Image Homography Estimation,1606.03798,http://arxiv.org/abs/1606.03798v1,2016-06-13T02:46:38Z,62
Neural Models for Information Retrieval,1705.01509,http://arxiv.org/abs/1705.01509v1,2017-05-03T17:08:05Z,62
PDE-Net: Learning PDEs from Data,1710.09668,http://arxiv.org/abs/1710.09668v2,2017-10-26T12:50:45Z,62
Deep Learning for Computational Chemistry,1701.04503,http://arxiv.org/abs/1701.04503v1,2017-01-17T01:15:14Z,62
A Riemannian Network for SPD Matrix Learning,1608.04233,http://arxiv.org/abs/1608.04233v2,2016-08-15T11:00:16Z,62
Solving ill-posed inverse problems using iterative deep neural networks,1704.04058,http://arxiv.org/abs/1704.04058v2,2017-04-13T10:10:15Z,62
"Deep Reinforcement Learning with Successor Features for Navigation
  across Similar Environments",1612.05533,http://arxiv.org/abs/1612.05533v3,2016-12-16T16:15:26Z,62
